Range? (y/n),Brand,ALM description,Category,Supplier,ALM item code,Barcode (GTIN),Carton size,Unit cost ex GST,Retail @25% GP ex GST,On promo,Notes
,JIM,JIM BARRY MCRAE SHIRAZ   750ML,WINE STILL RED,SAMUEL SMITH & SON,543595,9314487217976,6,42.37,62.99,,
,SHAW,SHAW & SMITH SHIRAZ      750ML,WINE STILL RED,JOVAL WINE GROUP PTY LTD,526218,9316770111626,6,41.57,60.99,Y,
,VASSE,VASSE FELIX CAB SAUV     750ML,WINE STILL RED,SAMUEL SMITH & SON,525204,9315032001170,6,39.07,57.99,,
,BURGE,G/BURGE C/PARK CAB SAUV  750ML,WINE STILL RED,VINARCHY AUSTRALIA,525102,9315705011086,6,38.99,57.99,,
,TWO,TWO PADDOCKS PIC P/NOIR  750ML,WINE STILL RED,NEGOCIANTS AUSTRALIA,771986,9421000630492,12,31.90,46.99,,
,ST,COLDSTREAM HILL PNT NOIR 750ML,WINE STILL RED,TREASURY WINE ESTATES,527361,9315926960033,6,30.79,45.99,,
,ST,ST HUGO SHIRAZ CAB       750ML,WINE STILL RED,VINARCHY AUSTRALIA,554177,9311043407253,6,29.82,43.99,Y,
,ST,ST HUGO GSM              750ML,WINE STILL RED,VINARCHY AUSTRALIA,545788,9311043402623,6,29.82,43.99,Y,
,ST,ST HUGO CAB SAUVIGNON    750ML,WINE STILL RED,VINARCHY AUSTRALIA,523391,9311043405280,6,29.82,43.99,Y,
,ST,ST HUGO SHIRAZ           750ML,WINE STILL RED,VINARCHY AUSTRALIA,545770,9311043406904,6,29.82,43.99,Y,
,HARDYS,HARDYS HRB CAB SAUV      750ML,WINE STILL RED,VINARCHY AUSTRALIA,502497,9311043053016,6,28.33,41.99,,
,CAMPO,CAMPO VIEJO GRAN RESERVA 750ML,WINE STILL RED,VINARCHY AUSTRALIA,35712,8410302107192,6,28.19,41.99,,
,WOOD,BROKENWOOD PINOT NOIR    750ML,WINE STILL RED,SAMUEL SMITH & SON,943850,9318560630034,12,27.63,40.99,,
,DE,DEVILS CORNER RES P/NOIR 750ML,WINE STILL RED,BROWN FAMILY WINE GROUP,229971,9325814006514,6,26.76,39.99,,
,VASSE,VASSE FELIX SYRAH        750ML,WINE STILL RED,SAMUEL SMITH & SON,525880,9315032001316,6,26.74,39.99,,
,LA,DONA PAULA H/A MALBEC    750ML,WINE STILL RED,CALABRIA FAMILY WINES P/L,136725,7798090160065,6,26.36,38.99,,
,DE,SIDEWOOD PINOT NOIR      750ML,WINE STILL RED,SAMUEL SMITH & SON,218310,9342333000281,6,25.56,37.99,,
,WOOD,BROKENWOOD SHIRAZ        750ML,WINE STILL RED,SAMUEL SMITH & SON,550314,9318560540012,6,25.47,37.99,,
,TE,GUIGAL COTES DU RHONE    750ML,WINE STILL RED,NEGOCIANTS AUSTRALIA,807258,3536650501002,6,25.42,37.99,,
,TE,CHATEAU TANUNDA C/SAUV   750ML,WINE STILL RED,AUST FOOD & BEVERAGE PTY,573642,9313181002949,6,24.16,35.99,Y,
,TE,CHATEAU TANUNDA SV SHZ   750ML,WINE STILL RED,AUST FOOD & BEVERAGE PTY,291300,9313181002987,6,24.16,35.99,Y,
,CREEK,MORAMBRO CREEK CAB SAV   750ML,WINE STILL RED,MORAMBRO CREEK P/L,944660,9327847004031,6,23.56,34.99,,
,CREEK,MORAMBRO CREEK SHIRAZ    750ML,WINE STILL RED,MORAMBRO CREEK P/L,737704,9327847003034,6,23.56,34.99,,
,ST,42 DEGREES STH P/NOIR    750ML,WINE STILL RED,JOVAL WINE GROUP PTY LTD,961337,9327258002725,12,22.78,33.99,Y,
,LA,LAMBROOK PLANT PINOT NOIR750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,631505,9346847000041,6,22.22,32.99,,
,MUD,MUD HOUSE OTAGO P/NOIR   750ML,WINE STILL RED,VINARCHY AUSTRALIA,506967,9421018070631,6,21.86,32.99,,
,LA,BLACK GRAPE CO PNOIR 750ML,WINE STILL RED,TREASURY WINE ESTATES,234303,9415305001491,6,21.57,31.99,,
,JIM,JIM BARRY LODGE SHIRAZ   750ML,WINE STILL RED,SAMUEL SMITH & SON,521894,9314487457013,6,21.51,31.99,,
,DE,DE BORTOLI H/C HC SHIRAZ 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,244861,9300752203706,6,20.92,30.99,,
,VASSE,VASSE FELIX FILIUS C/MRL 750ML,WINE STILL RED,SAMUEL SMITH & SON,517918,9315032001194,6,20.57,30.99,,
,LA,NINTH ISLAND PINOT NOIR  750ML,WINE STILL RED,PURE WINE COMPANY PTY LTD,591289,9315314990024,6,19.56,28.99,,
,CAMPO,CAMPO VIEJO RESERVA RIOJA750ML,WINE STILL RED,VINARCHY AUSTRALIA,35746,8410302107697,6,19.29,28.99,,
,DE,DE BORTOLI EV PINOT NOIR750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,539156,9300752081649,6,19.11,28.99,,
,DE,DE BORTOLI EV SHIRAZ     750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,63901,9300752081724,6,19.11,28.99,,
,DE,DE BORTOLI EV CAB SAUV  750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,553184,9300752081588,6,19.11,28.99,,
,DE,DE BORTOLI EV GAMAY 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,493444,9300752087177,6,19.11,28.99,,
,DE,DE BORTOLI VINOQUE SANGV 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMITED,484000,9300752085685,6,18.93,27.99,,
,HARDYS,HARDYS TINTARA GSM       750ML,WINE STILL RED,VINARCHY AUSTRALIA,270228,9311043722356,6,18.77,27.99,,
,HARDYS,HARDYS TINTARA C/SAUV    750ML,WINE STILL RED,VINARCHY AUSTRALIA,943664,9311043088254,6,18.77,27.99,,
,HARDYS,HARDYS TINTARA SHIRAZ    750ML,WINE STILL RED,VINARCHY AUSTRALIA,943648,9311043088261,6,18.77,27.99,,
,JIM,JIM BARRY BROS SHIRAZ    750ML,WINE STILL RED,SAMUEL SMITH & SON,982401,9314487927172,6,18.61,27.99,,
,LA,LAMBROOK PINOT NOIR      750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,613060,9346847000317,12,18.49,27.99,,
,LA,LAMBROOK SHIRAZ          750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,640897,9346847000010,12,18.49,27.99,,
,DE,DEVILS CORNER P/NOIR     750ML,WINE STILL RED,BROWN FAMILY WINE GROUP,505660,9325814006194,6,18.20,26.99,Y,
,WIRRA,WIRRA WIRRA CATAPULT SHZ 750ML,WINE STILL RED,SAMUEL SMITH & SON,516124,9315125901271,6,17.67,25.99,Y,
,DE,DE BORTOLI RC GND SHZ SC 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,694469,9300752202136,6,17.62,25.99,,
,MUD,MUD HOUSE SUB REG P/NOIR 750ML,WINE STILL RED,VINARCHY AUSTRALIA,959958,9421018071300,6,17.55,25.99,,
,LA,PENINSULA PANORAMA P/NOIR750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,498583,9325409002020,12,17.35,25.99,,
,YELLOW,YELLOWTAIL SHIRAZ MAGNUM  1.5L,WINE STILL RED,CASELLA WINES PTY LTD,278409,9322214011483,6,17.32,25.99,,
,VASSE,VASSE FELIX FILIUS C/SAU 750ML,WINE STILL RED,SAMUEL SMITH & SON,648691,9315032003068,6,17.27,25.99,Y,
,ST,ANGOVE FCREST MCV CAB S  750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,573456,9300694354542,6,17.00,24.99,,
,ST,ANGOVE FCREST MCV GSM    750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,573472,9300694354740,6,17.00,24.99,,
,ST,ANGOVE FCREST MCV SHIRAZ 750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,573480,9300694354948,6,17.00,24.99,,
,ST,ANGOVE FCREST GRENACHE   750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIRITS,578354,9300694354559,6,17.00,24.99,,
,ST,ST HALLETT GDN EDEN SHRZ 750ML,WINE STILL RED,VINARCHY AUSTRALIA,536771,9316920415079,6,16.94,24.99,,
,TWO,BIRD IN HAND TWO INB SHZ 750ML,WINE STILL RED,BOTTLE IN HAND,550408,9325512000234,6,16.87,24.99,Y,
,PEPPERJACK,PEPPERJACK MIDST SHIRAZ  750ML,WINE STILL RED,TREASURY WINE ESTATES,205008,9300770005771,6,16.76,24.99,Y,
,DE,DE BORTOLI C/CLIMT P/NOIR750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,317127,9300752052618,6,16.64,24.99,,
,LA,ARGENTO CLASSIC MALBEC   750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,221622,7798159560126,6,16.60,24.99,,
,LA,ALAMOS MALBEC 750ML,WINE STILL RED,NEGOCIANTS AUSTRALIA,579321,7794450008084,6,16.34,23.99,Y,
,TE,AUDREY WILK TEMPRANILLO  750ML,WINE STILL RED,JOVAL WINE GROUP PTY LTD,859263,9330726001014,6,15.94,23.99,Y,
,JIM,JIM BARRY COVER DR C/SAV 750ML,WINE STILL RED,SAMUEL SMITH & SON,505880,9314487507015,6,15.60,22.99,Y,
,BURGE,G/BURGE HILLCOT MERLOT   750ML,WINE STILL RED,VINARCHY AUSTRALIA,516467,9315705001605,6,15.59,22.99,Y,
,DE,BLEASDALE BROADSIDE SCM  750ML,WINE STILL RED,NEGOCIANTS AUSTRALIA,580610,9316475001932,6,15.10,22.99,,
,LA,TAMBURLAINE PF PINOT NOIR750ML,WINE STILL RED,TAMBURLAINE ORGANIC WINES,623565,9332496000365,12,15.06,22.99,,
,TE,TYRRELLS HUNTER VY SHIRZ 750ML,WINE STILL RED,JOVAL WINE GROUP PTY LTD,262709,0093452001374,6,14.99,21.99,Y,
,ST,RUFUS STONE H/CTE SHZ    750ML,WINE STILL RED,JOVAL WINE GROUP PTY LTD,786591,0093452434028,6,14.99,21.99,Y,
,LA,TGALLANT C/SCHANCK PNOIR 750ML,WINE STILL RED,TREASURY WINE ESTATES,573309,9326983000471,6,14.96,21.99,,
,DE,DE BORTOLI ONELINE SANGIO750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,162019,9300752052014,6,14.95,21.99,,
,MATA,ATMATA ORGANIC SHIRAZ    750ML,WINE STILL RED,CASELLA WINES PTY LTD,962401,9322214014675,6,14.66,21.99,,
,DE,DE BORTOLI PEP &SPC SHZ  750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,435030,9300752052915,6,14.45,21.99,,
,WOOD,BROKENWOOD CR/PITCH RED  750ML,WINE STILL RED,SAMUEL SMITH & SON,532366,9318560510015,6,14.12,20.99,,
,LA,BELLA RIVA SANGIOVESE    750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,95018,9300752240220,6,14.02,20.99,,
,LA,GO DOWN IN FLAMES SHIRAZ 750ML,WINE STILL RED,TAYLORS WINES PTY LTD,902079,9311659002347,6,13.99,20.99,,
,TE,RED HILL HEATHCOTE SHIRZ 750ML,WINE STILL RED,RED HILL WINE PTY LTD,148620,9329694029076,6,13.99,20.99,Y,
,LA,TAMBURLAINE PF SHIRAZ    750ML,WINE STILL RED,TAMBURLAINE ORGANIC WINES,140787,9332496006671,12,13.97,20.99,,
,LA,TAMBURLAINE PF CAB MERLOT750ML,WINE STILL RED,TAMBURLAINE ORGANIC WINES,657064,9332496006794,12,13.97,20.99,,
,DE,DE BORTOLI PINOTPINOTNOIR750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,488907,9300752051673,6,13.88,20.99,,
,LA,BVWC IRONCLAD SHIRAZ     750ML,WINE STILL RED,AUSTRALIAN VINTAGE-DOMEST,451688,9310415020076,6,13.75,20.99,,
,LA,BVWC IRONCLAD GSM        750ML,WINE STILL RED,AUSTRALIAN VINTAGE-DOMEST,451706,9310415020069,6,13.75,20.99,,
,LA,LA BOHEME SYRAH GAMAY 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,569211,9300752084589,6,13.72,20.99,Y,
,LA,LA BOHEME PINOT NOIR     750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,902485,9300752087481,6,13.72,20.99,Y,
,LA,LA BOHEME CAB SAUV SANGIO750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,644184,9300752086132,6,13.72,20.99,Y,
,ST,TAYLORS EST GRENACHE     750ML,WINE STILL RED,TAYLORS WINES PTY LTD,739683,9311659002880,6,13.55,19.99,Y,
,ST,TAYLORS EST CAB SAUV     750ML,WINE STILL RED,TAYLORS WINES PTY LTD,523935,9311659000626,6,13.55,19.99,Y,
,ST,TAYLORS EST PINOT NOIR   750ML,WINE STILL RED,TAYLORS WINES PTY LTD,514457,9311659000602,6,13.55,19.99,Y,
,ST,TAYLORS EST MERLOT       750ML,WINE STILL RED,TAYLORS WINES PTY LTD,771041,9311659000725,6,13.55,19.99,Y,
,ST,TAYLORS EST SHIRAZ       750ML,WINE STILL RED,TAYLORS WINES PTY LTD,523862,9311659000572,6,13.55,19.99,Y,
,LA,METALA W/L SHIRAZ        750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,997249,9359598000000,6,13.35,19.99,Y,
,LA,METALA W/L CAB SAUV      750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,996272,9359598000024,6,13.35,19.99,Y,
,LA,METALA W/L SHIRAZ CAB    750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,996777,9359598000017,6,13.35,19.99,Y,
,SQUEALING,SQUEALING PIG CABS       750ML,WINE STILL RED,TREASURY WINE ESTATES,234230,9415305002733,6,13.24,19.99,Y,
,SQUEALING,SQUEALING PIG SHIRAZ     750ML,WINE STILL RED,TREASURY WINE ESTATES,234280,9415305002719,6,13.24,19.99,Y,
,SQUEALING,SQUEALING PIG PINOT NOIR 750ML,WINE STILL RED,TREASURY WINE ESTATES,535830,9415305993604,6,13.24,19.99,Y,
,DE,DE BORTOLI ORG SHIRAZ FB 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,485292,9300752051055,6,12.74,18.99,,
,LA,TAMBURLAINE ORG CAB SAUV 750ML,WINE STILL RED,TAMBURLAINE ORGANIC WINES,569897,9332496003243,12,12.63,18.99,,
,LA,TAMBURLAINE ORG SHIRAZ   750ML,WINE STILL RED,TAMBURLAINE ORGANIC WINES,569884,9332496003236,12,12.63,18.99,,
,LA,TAMBURLAINE ORG MERLOT   750ML,WINE STILL RED,TAMBURLAINE ORGANIC WINES,577887,9332496003298,12,12.63,18.99,,
,WILD,WILD OATS CAB MERLOT     750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,796627,9338053000090,6,12.61,18.99,Y,
,WILD,WILD OATS MERLOT         750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,486094,9338053006399,6,12.61,18.99,Y,
,WILD,WILD OATS SHIRAZ         750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,520322,9338053001103,6,12.61,18.99,Y,
,VASSE,VASSE FELIX CLS DRY RED  750ML,WINE STILL RED,SAMUEL SMITH & SON,534669,9315032001323,12,12.46,18.99,Y,
,LA,TGALLANT JULIET P/NOIR   750ML,WINE STILL RED,TREASURY WINE ESTATES,895926,9326983000921,6,11.99,17.99,,
,LA,DONELLI LAMBRUSCO RED    750ML,WINE STILL RED,COMBINED WINE & FOODS,519033,8008920001369,6,11.38,16.99,,
,PENFOLDS,PENFOLDS K/HILL SHZ CAB  750ML,WINE STILL RED,PENFOLDS WINES INTERNATIO,522599,9310297010905,6,11.28,16.99,Y,
,PENFOLDS,PENFOLDS K/HILL CAB SAV  750ML,WINE STILL RED,PENFOLDS WINES INTERNATIO,855798,9310297652372,6,11.28,16.99,Y,
,PENFOLDS,PENFOLDS K/HILL SHIRAZ   750ML,WINE STILL RED,PENFOLDS WINES INTERNATIO,593320,9310297650170,6,11.28,16.99,Y,
,LA,BROOKLAND VERSE 1 C/MERL 750ML,WINE STILL RED,VINARCHY AUSTRALIA,784230,9321070031550,6,11.12,16.99,,
,LA,LA LA LAND PINOT NOIR    750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,716122,9319020011110,6,10.94,16.99,Y,
,LA,LA LA LAND MALBEC        750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,640075,9319020011059,6,10.94,16.99,Y,
,LA,MARETTI ITALIA NERO DVLA 750ML,WINE STILL RED,FOURTH WAVE WINE PARTNERS,473936,9344154024538,6,10.88,15.99,Y,
,ST,ANGOVE EST 1886SHZ M GCH 750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,319899,9300694003082,6,10.87,15.99,,
,TE,MCWILLIAMS TERRA P/NOIR  750ML,WINE STILL RED,CALABRIA FAMILY WINES P/L,432074,9311769007249,6,10.76,15.99,,
,LA,D RESERVE LABEL CAB SAUV 750ML,WINE STILL RED,DEE VINE ESTATE,40720,9346647002443,6,10.61,15.99,Y,
,LA,D RESERVE LABEL SHIRAZ   750ML,WINE STILL RED,DEE VINE ESTATE,40408,9346647002450,6,10.61,15.99,Y,
,ST,STONELEIGH MARLB P/NOIR  750ML,WINE STILL RED,VINARCHY AUSTRALIA,548781,9421040012500,6,9.95,14.99,Y,
,DE,DE BORTOLI W/PEAK C/SAUV 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,296635,9300752211732,6,9.39,13.99,Y,
,DE,DE BORTOLI W/PEAK SHZ    750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,504054,9300752210353,6,9.39,13.99,Y,
,DE,DE BORTOLI W/PEAK P/NOIR 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,519601,9300752210148,6,9.39,13.99,Y,
,LA,TGALLANT ENCORE PNOIR    750ML,WINE STILL RED,TREASURY WINE ESTATES,269913,9326983001317,6,9.08,13.99,,
,ST,DEAKIN EST PINOT NOIR    750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,575238,9319020011486,6,8.79,12.99,,
,19,19 CRIMES RED BLEND      750ML,WINE STILL RED,TREASURY WINE ESTATES,834226,9311220004657,6,8.55,12.99,Y,
,19,19 CRIMES MAX SHIRAZ     750ML,WINE STILL RED,TREASURY WINE ESTATES,437192,9311220013390,6,8.55,12.99,Y,
,19,19 CRIMES HALLOWEEN C/SAV750ML,WINE STILL RED,TREASURY WINE ESTATES,525814,9311220013789,6,8.55,12.99,Y,
,19,19 CRIMES PINOT NOIR     750ML,WINE STILL RED,TREASURY WINE ESTATES AUSTRALIA LIMITED,691275,9311220006040,6,8.55,12.99,Y,
,19,19 CRIMES UPRISING RED   750ML,WINE STILL RED,TREASURY WINE ESTATES,230079,9311220005647,6,8.55,12.99,Y,
,19,19 CRIMES MALBEC         750ML,WINE STILL RED,TREASURY WINE ESTATES,873461,9311220007382,6,8.55,12.99,Y,
,19,19 CRIMES HALLOWEEN SHZ 750ML,WINE STILL RED,TREASURY WINE ESTATES,278373,9311220013765,6,8.55,12.99,Y,
,19,19 CRIMES HALLOWEEN PNOIR750ML,WINE STILL RED,TREASURY WINE ESTATES,525759,9311220013826,6,8.55,12.99,Y,
,19,19 CRIMES CAB SAUV       750ML,WINE STILL RED,TREASURY WINE ESTATES,834284,9311220004633,6,8.55,12.99,Y,
,19,19 CRIMES SHIRAZ         750ML,WINE STILL RED,TREASURY WINE ESTATES,524423,9311220005005,6,8.55,12.99,Y,
,DE,DE BORTOLI DEEN SHIRAZ   750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,529876,9300752010366,6,8.35,12.99,Y,
,DE,DE BORTOLI DEEN DURIF    750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,510843,9300752010380,6,8.35,12.99,Y,
,DE,DE BORTOLI DEEN CAB SAUV 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,515089,9300752010304,6,8.35,12.99,Y,
,CREEK,IRON BARK CREEK SHIRAZ    1.5L,WINE STILL RED,BERTON VINEYARDS P/L,487956,9335966006140,6,8.08,11.99,Y,
,BANROCK,BANROCK STN CAB MERLOT      1L,WINE STILL RED,VINARCHY AUSTRALIA,761258,9311043766633,6,8.02,11.99,Y,
,BANROCK,BANROCK STN SHIRAZ          1L,WINE STILL RED,VINARCHY AUSTRALIA,753742,9311043766602,6,8.02,11.99,Y,
,BANROCK,BANROCK STN ROSE            1L,WINE STILL RED,VINARCHY AUSTRALIA,825125,9311043766442,6,8.02,11.99,Y,
,BANROCK,BANROCK STN CRIMSON CAB     1L,WINE STILL RED,VINARCHY AUSTRALIA,568391,9311043766435,6,8.02,11.99,Y,
,ST,DEAKIN EST CAB SAUVIGNON 750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,523951,9319020011431,12,7.76,11.99,Y,
,ST,DEAKIN EST SHIRAZ        750ML,WINE STILL RED,OATLEY FINE WINE MERCHANT,517984,9319020011462,12,7.76,11.99,Y,
,ST,STONEGATE CAB SAUV       750ML,WINE STILL RED,VINTAGE HOUSE WINE & SPIR,925836,9300694340347,12,7.70,11.99,,
,LA,OXFORD LANDING CAB SHZ   750ML,WINE STILL RED,SAMUEL SMITH & SON,523155,9311789279596,6,7.57,11.99,Y,
,LA,OXFORD LANDING MERLOT    750ML,WINE STILL RED,SAMUEL SMITH & SON,511750,9311789563466,6,7.57,11.99,Y,
,LA,OXFORD LANDING SHIRAZ    750ML,WINE STILL RED,SAMUEL SMITH & SON,779586,9311789431666,6,7.57,11.99,Y,
,LA,RICHLAND CAB SAUVIGNON   750ML,WINE STILL RED,CALABRIA FAMILY WINES P/L,770621,9319020000268,12,7.52,11.99,Y,
,LA,RICHLAND MERLOT          750ML,WINE STILL RED,CALABRIA FAMILY WINES P/L,770891,9319020000282,12,7.52,11.99,Y,
,LA,RICHLAND SHIRAZ          750ML,WINE STILL RED,CALABRIA FAMILY WINES P/L,770671,9319020000251,12,7.52,11.99,Y,
,LA,RICHLAND PINOT NOIR      750ML,WINE STILL RED,CALABRIA FAMILY WINES P/L,585576,9319020006307,12,7.52,11.99,Y,
,PENFOLDS,PENFOLDS K/HILL SHZ CAB  375ML,WINE STILL RED,PENFOLDS WINES INTERNATIO,522298,9310297012909,12,7.44,10.99,,
,YELLOW,YELLOWTAIL CAB MERLOT    750ML,WINE STILL RED,CASELLA WINES PTY LTD,669731,9322214009701,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL SANGRIA      750ML,WINE STILL RED,CASELLA WINES PTY LTD,585445,9322214012305,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL PINOT NOIR    750ML,WINE STILL RED,CASELLA WINES PTY LTD,780105,9322214010523,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL BIG BOLD RED  750ML,WINE STILL RED,CASELLA WINES PTY LTD,436900,9322214012107,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL CAB SAUVIGNON 750ML,WINE STILL RED,CASELLA WINES PTY LTD,504410,9322214008988,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL MERLOT        750ML,WINE STILL RED,CASELLA WINES PTY LTD,579562,9322214009060,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL JAMMY RED     750ML,WINE STILL RED,CASELLA WINES PTY LTD,273771,9322214015863,12,7.35,10.99,Y,
,YELLOW,YELLOWTAIL SHIRAZ        750ML,WINE STILL RED,CASELLA WINES PTY LTD,580709,9322214007400,12,7.35,10.99,Y,
,HARDYS,HARDYS VR SHIRAZ            1L,WINE STILL RED,VINARCHY AUSTRALIA,535267,9311043090479,6,6.91,10.99,Y,
,HARDYS,HARDYS VR P/NOIR            1L,WINE STILL RED,VINARCHY AUSTRALIA,60445,9311043860539,6,6.91,10.99,Y,
,HARDYS,HARDYS VR CAB SAUVIGNON     1L,WINE STILL RED,VINARCHY AUSTRALIA,534407,9311043090158,6,6.91,10.99,Y,
,HARDYS,HARDYS VR MERLOT            1L,WINE STILL RED,VINARCHY AUSTRALIA,534499,9311043089008,6,6.91,10.99,Y,
,TE,MCGUIGAN BLK LBL TEMP    750ML,WINE STILL RED,AUSTRALIAN VINTAGE-DOMEST,960166,9310415017632,6,6.79,9.99,Y,
,DE,DE BORTOLI W/MAKER MERL  750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,355015,9300752203355,6,6.72,9.99,Y,
,DE,DE BORTOLI W/MAKER SHZ   750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,933509,9300752201498,6,6.72,9.99,Y,
,DE,DE BORTOLI W/MAKER C/SAV 750ML,WINE STILL RED,DE BORTOLI WINES PTY LIMI,933486,9300752201474,6,6.72,9.99,Y,
,DE,DE BORTOLI ROSEROSE MAGNUM1.5L,WINE STILL ROSE,DE BORTOLI WINES PTY LIMI,488708,9300752051512,6,26.09,38.99,,
,LA,MIRABEAU CLASSIC ROSE    750ML,WINE STILL ROSE,OATLEY FINE WINE MERCHANT,703187,3760010530016,6,24.51,35.99,,
,WOOD,BROKENWOOD ROSATO        750ML,WINE STILL ROSE,SAMUEL SMITH & SON,489092,9318560210083,12,18.45,27.99,Y,
,DE,DEVILS CORNER ROSE       750ML,WINE STILL ROSE,BROWN FAMILY WINE GROUP,986235,9325814006309,6,18.20,26.99,Y,
,JIM,JIM BARRY ANNABELLE ROSE 750ML,WINE STILL ROSE,SAMUEL SMITH & SON,900001,9314487817176,6,18.18,26.99,,
,LA,LAMBROOK ROSE            750ML,WINE STILL ROSE,VINTAGE HOUSE WINE & SPIR,678183,9346847000089,12,16.79,24.99,,
,LA,BERESFORD CLASSIC ROSE   750ML,WINE STILL ROSE,VOK BEVERAGES PTY LTD,615287,9315212007039,6,16.68,24.99,,
,TE,TEMPUS 3 DRY ROSE        750ML,WINE STILL ROSE,AUSTRALIAN VINTAGE-DOMEST,323144,9315743504885,6,15.28,22.99,,
,LA,TGALLANT C/SCHANCK ROSE  750ML,WINE STILL ROSE,TREASURY WINE ESTATES,663683,9326983000570,6,14.96,21.99,,
,MATA,ATMATA ORGANIC ROSE      750ML,WINE STILL ROSE,CASELLA WINES PTY LTD,994474,9322214014644,6,14.66,21.99,,
,LA,TAMBURLAINE PF ROSE      750ML,WINE STILL ROSE,TAMBURLAINE ORGANIC WINES,665339,9332496007432,12,13.97,20.99,,
,DE,DE BORTOLI ROSE ROSE     750ML,WINE STILL ROSE,DE BORTOLI WINES PTY LIMI,770650,9300752050355,6,13.88,20.99,,
,LA,LA BOHEME DRY ROSE       750ML,WINE STILL ROSE,DE BORTOLI WINES PTY LIMI,529685,9300752083131,6,13.72,20.99,Y,
,ST,TAYLORS EST ROSE         750ML,WINE STILL ROSE,TAYLORS WINES PTY LTD,707563,9311659001531,6,13.55,19.99,Y,
,SQUEALING,SQUEALING PIG ROSE       750ML,WINE STILL ROSE,TREASURY WINE ESTATES,480941,9415305436057,6,13.24,19.99,Y,
,LA,TAMBURLAINE ORG ROSE     750ML,WINE STILL ROSE,TAMBURLAINE ORGANIC WINES,300861,9332496000228,12,12.63,18.99,,
,WILD,WILD OATS ROSE           750ML,WINE STILL ROSE,OATLEY FINE WINE MERCHANT,796635,9338053000076,6,12.61,18.99,Y,
,VASSE,VASSE FELIX CLS DRY ROSE 750ML,WINE STILL ROSE,SAMUEL SMITH & SON,873380,9315032003082,12,12.46,18.99,Y,
,DE,DE BORTOLI RIVA ROSE 750ML,WINE STILL ROSE,DE BORTOLI WINES PTY LIMI,213501,9300752052373,6,11.88,17.99,,
,MUD,MUD HOUSE CORE ROSE      750ML,WINE STILL ROSE,VINARCHY AUSTRALIA,146940,9421018071553,6,11.74,17.99,Y,
,LA,LA LA LAND ROSE          750ML,WINE STILL ROSE,OATLEY FINE WINE MERCHANT,715896,9319020011073,6,10.94,16.99,Y,
